Rk,Player,Type,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,-9999
163,Johnny Furphy,Projected,4.3,10.1,1.7,5.0,2.0,2.5,2.1,6.9,2.5,1.6,1.0,1.4,3.5,12.3,.429,.333,.811,furphjo01
164,Daniel Gafford,Projected,7.5,10.8,0.1,0.3,3.2,4.6,4.0,10.9,2.4,0.9,2.8,1.8,4.3,18.4,.695,.361,.691,gaffoda01
165,Darius Garland,Projected,8.1,17.3,3.0,7.5,3.4,3.9,0.7,3.3,7.6,1.4,0.2,3.0,2.1,22.6,.469,.398,.865,garlada01
166,Marcus Garrett,Projected,5.9,13.0,1.8,5.0,2.2,2.8,1.3,5.4,4.6,1.3,0.8,2.3,3.3,15.7,.451,.366,.775,garrema01
167,Luka Garza,Projected,8.1,16.5,1.9,6.2,3.8,5.3,4.0,8.2,2.5,1.0,0.5,2.0,4.5,22.0,.492,.312,.726,garzalu01
168,Keyonte George,Projected,6.1,15.1,2.9,8.2,3.8,4.6,0.5,4.4,6.3,0.8,0.2,3.1,1.8,19.0,.406,.352,.832,georgke01
169,Kyshawn George,Projected,4.3,11.0,2.3,6.9,1.5,2.0,1.1,5.9,3.5,1.4,1.0,1.9,3.8,12.5,.393,.335,.766,georgky01
170,Paul George,Projected,7.4,16.6,2.9,7.7,3.1,3.6,0.7,5.8,4.3,1.7,0.5,2.6,2.9,20.8,.446,.378,.862,georgpa01
171,Taj Gibson,Projected,4.4,9.3,0.6,1.7,1.4,2.0,3.2,8.5,2.3,0.9,1.2,2.0,4.7,10.7,.469,.333,.681,gibsota01
172,Josh Giddey,Projected,6.9,14.3,1.7,4.5,2.5,3.2,2.1,9.5,7.9,1.2,0.8,3.2,2.1,18.0,.480,.371,.789,giddejo01
173,Shai Gilgeous-Alexander,Projected,11.4,21.8,1.9,5.0,8.2,9.2,1.0,5.5,6.5,1.9,1.0,2.5,2.4,32.9,.524,.370,.891,gilgesh01
174,Anthony Gill,Projected,4.8,10.1,1.0,3.3,2.7,3.8,2.0,6.3,2.3,0.9,0.5,1.4,3.2,13.2,.477,.300,.711,gillan01
175,Collin Gillespie,Projected,5.5,12.3,2.7,6.5,1.7,2.1,1.5,5.8,5.4,1.6,0.4,1.6,2.6,15.5,.448,.418,.810,gilleco01
176,Rudy Gobert,Projected,5.4,8.3,0.1,0.2,3.0,4.6,3.8,12.2,1.8,0.8,1.7,1.5,3.0,13.8,.648,.323,.656,goberru01
177,Jordan Goodwin,Projected,4.8,11.5,1.6,4.6,1.3,1.7,2.5,7.7,4.2,1.8,0.7,1.8,2.8,12.5,.417,.342,.770,goodwjo01
178,Aaron Gordon,Projected,6.5,12.1,1.3,3.4,3.2,4.4,2.3,6.8,4.0,0.8,0.6,1.8,2.2,17.5,.538,.385,.726,gordoaa01
179,Eric Gordon,Projected,4.8,11.2,2.6,6.9,1.6,2.0,0.4,2.6,2.9,1.1,0.6,1.5,1.6,13.8,.432,.377,.775,gordoer01
180,Jazian Gortman,Projected,6.2,13.6,2.2,5.9,2.3,3.1,1.4,5.8,4.0,1.3,0.7,2.3,3.4,16.9,.458,.372,.730,gortmja01
181,Jerami Grant,Projected,6.1,14.7,2.4,6.3,3.9,4.7,0.7,4.0,2.6,0.9,0.9,1.8,2.5,18.5,.415,.376,.828,grantje01
182,A.J. Green,Projected,4.3,9.9,3.4,8.1,0.7,0.9,0.5,4.0,2.4,0.8,0.2,0.9,3.3,12.8,.436,.424,.824,greenaj01
183,Draymond Green,Projected,4.1,9.2,1.3,3.9,1.7,2.4,1.4,7.9,7.0,1.6,1.2,3.2,3.9,11.2,.447,.333,.697,greendr01
184,Jalen Green,Projected,8.1,18.7,3.0,8.4,3.9,4.8,0.6,5.3,3.9,1.0,0.4,2.6,1.7,23.1,.433,.356,.812,greenja05
185,Javonte Green,Projected,4.1,9.0,1.4,4.1,1.7,2.3,1.8,6.5,1.8,1.8,0.9,1.1,2.9,11.2,.453,.332,.728,greenja02
186,Jeff Green,Projected,5.0,10.8,1.7,5.2,2.7,3.4,1.2,5.1,2.1,0.6,0.6,1.3,2.9,14.6,.465,.336,.795,greenje02
187,Josh Green,Projected,4.0,8.6,1.8,4.6,1.1,1.6,1.1,3.9,2.5,1.3,0.3,1.4,3.0,10.8,.460,.394,.703,greenjo02
188,Quentin Grimes,Projected,6.2,13.6,2.8,7.5,2.4,3.2,1.0,5.3,3.6,1.3,0.4,2.1,2.5,17.7,.459,.381,.765,grimequ01
189,Mouhamed Gueye,Projected,5.2,11.9,1.6,5.4,2.3,3.0,2.8,9.0,2.4,1.8,1.9,1.2,3.6,14.3,.439,.294,.778,gueyemo02
190,Rui Hachimura,Projected,6.2,12.1,1.9,4.7,1.8,2.4,1.4,5.9,1.7,0.8,0.5,1.0,2.0,16.2,.515,.408,.760,hachiru01
191,Tyrese Haliburton,Projected,7.4,15.4,3.2,8.2,2.9,3.4,0.7,4.1,10.5,1.5,0.7,2.0,1.4,21.0,.482,.387,.854,halibty01
192,PJ Hall,Projected,6.8,13.3,1.8,5.2,2.3,3.0,2.2,8.3,3.5,0.9,1.2,1.8,3.6,17.6,.510,.343,.780,hallpj01
193,Tim Hardaway Jr.,Projected,5.3,13.2,3.0,8.4,2.2,2.6,0.4,3.6,2.2,0.7,0.1,1.0,1.8,15.8,.402,.360,.838,hardati02
194,James Harden,Projected,6.2,15.1,2.8,8.0,5.6,6.5,0.7,5.7,8.7,1.4,0.7,3.8,2.1,20.9,.411,.354,.869,hardeja01
195,Jaden Hardy,Projected,7.2,16.4,3.0,7.7,2.4,3.3,0.6,4.3,3.6,1.0,0.3,2.7,3.2,19.8,.439,.387,.744,hardyja02
196,Elijah Harkless,Projected,4.8,11.4,2.0,6.0,1.8,2.5,2.0,6.2,3.2,1.9,0.5,1.5,3.6,13.2,.418,.326,.704,harklej01
197,Ron Harper Jr.,Projected,5.9,13.4,1.8,6.0,2.7,3.3,2.3,7.2,4.0,1.0,0.7,1.8,2.7,16.2,.439,.298,.811,harpero02
198,Gary Harris,Projected,3.5,8.2,2.0,5.5,0.8,1.1,0.9,3.2,2.1,1.3,0.5,1.0,2.5,9.9,.425,.370,.737,harriga01
199,Tobias Harris,Projected,6.3,13.1,1.5,4.2,2.3,2.7,1.1,6.7,2.8,1.1,0.8,1.4,2.1,16.3,.477,.348,.862,harrito02
200,Josh Hart,Projected,4.7,9.4,1.1,3.2,1.8,2.3,1.9,8.9,5.1,1.3,0.3,1.8,2.5,12.1,.496,.329,.775,hartjo01
201,Isaiah Hartenstein,Projected,5.5,9.4,0.1,0.6,1.9,2.7,4.0,12.7,4.2,1.3,1.4,2.0,3.9,13.1,.586,.213,.696,harteis01
202,Sam Hauser,Projected,5.1,11.3,3.8,9.2,0.4,0.5,1.0,5.5,1.7,0.9,0.4,0.7,2.1,14.5,.451,.417,.862,hausesa01
203,Jordan Hawkins,Projected,5.7,14.7,3.1,8.8,2.2,2.7,0.8,4.7,2.1,0.8,0.5,1.5,1.7,16.8,.391,.352,.825,hawkijo01
204,Jaxson Hayes,Projected,5.4,8.0,0.2,0.7,2.2,3.4,2.6,8.6,2.0,1.2,1.5,1.6,4.4,13.2,.677,.263,.649,hayesja02
205,Killian Hayes,Projected,4.8,11.5,1.3,3.9,1.7,2.2,0.7,4.4,7.1,1.4,0.7,2.2,3.0,12.5,.418,.324,.765,hayeski01
206,Scoot Henderson,Projected,6.2,14.6,2.1,5.8,3.3,4.2,1.1,4.3,6.9,1.3,0.3,3.6,3.6,17.8,.423,.358,.794,hendesc01
207,Taylor Hendricks,Projected,4.8,10.7,2.1,5.7,1.4,1.8,1.9,7.6,2.0,1.3,1.2,1.3,3.1,13.1,.448,.372,.791,hendrta01
208,Tyler Herro,Projected,8.4,18.0,3.3,8.6,3.4,3.9,0.5,5.5,5.3,0.9,0.2,2.5,1.3,23.5,.467,.382,.878,herroty01
209,Buddy Hield,Projected,6.3,14.8,3.7,9.9,1.1,1.3,1.0,5.0,3.1,1.3,0.5,1.8,2.6,17.4,.425,.376,.831,hieldbu01
210,Haywood Highsmith,Projected,3.8,8.3,1.8,4.7,0.7,1.0,1.5,5.3,2.2,1.3,0.7,1.1,3.2,10.1,.458,.381,.698,highsha01
211,Aaron Holiday,Projected,5.3,11.9,2.7,6.8,1.6,1.9,0.7,3.8,3.9,1.1,0.4,1.6,3.2,14.9,.441,.391,.852,holidaa01
212,Jrue Holiday,Projected,5.3,11.6,2.1,5.7,1.4,1.6,1.4,5.4,5.1,1.1,0.6,1.9,1.9,14.1,.454,.373,.868,holidjr01
213,Ron Holland,Projected,5.9,12.0,1.2,4.4,2.7,3.5,1.2,6.4,2.6,1.4,0.5,2.0,3.7,15.6,.489,.269,.769,hollaro01
214,Richaun Holmes,Projected,5.8,10.0,0.4,1.1,2.8,3.5,3.8,10.7,2.6,0.7,1.3,1.6,3.8,14.8,.582,.332,.796,holmeri01
215,Chet Holmgren,Projected,7.3,14.1,1.9,5.0,3.6,4.6,2.0,10.0,3.0,0.9,2.8,2.1,2.9,20.2,.520,.382,.781,holmgch01
216,Jalen Hood-Schifino,Projected,4.9,12.2,1.7,5.3,2.5,3.1,0.8,4.4,4.1,0.8,0.8,2.1,2.9,13.9,.401,.317,.785,hoodsja01
217,Al Horford,Projected,4.3,9.7,2.4,6.3,0.7,0.8,1.6,7.8,3.1,0.8,1.1,1.0,2.0,11.7,.443,.375,.850,horfoal01
218,Talen Horton-Tucker,Projected,6.7,15.3,2.0,6.0,3.4,4.4,1.0,5.1,5.2,1.3,0.6,2.3,3.0,18.8,.438,.336,.765,hortota01
219,Caleb Houstan,Projected,3.9,9.2,2.9,7.3,1.0,1.2,1.1,4.0,1.8,0.9,0.3,0.8,2.7,11.7,.425,.393,.834,houstca01
220,Jett Howard,Projected,5.4,13.5,2.8,8.9,1.2,1.6,1.2,4.3,2.7,0.8,0.6,1.8,3.2,14.7,.401,.313,.728,howarje01
221,Kevin Huerter,Projected,5.8,13.1,2.9,8.1,1.0,1.3,0.8,4.7,3.5,1.3,0.5,1.4,2.8,15.4,.442,.354,.740,huertke01
222,Jay Huff,Projected,7.3,14.3,3.5,8.8,2.2,2.8,1.5,6.4,2.2,0.9,2.3,1.7,3.7,20.3,.512,.401,.793,huffja01
223,Ariel Hukporti,Projected,4.8,8.7,0.9,2.4,1.7,2.6,2.1,7.8,2.8,0.6,1.8,2.8,4.1,12.1,.548,.370,.641,hukpoar01
224,De'Andre Hunter,Projected,7.0,15.0,2.8,7.1,3.9,4.7,0.9,5.2,2.0,0.9,0.3,1.7,3.2,20.7,.466,.394,.842,huntede01
225,Bones Hyland,Projected,6.9,16.8,3.5,9.5,2.5,3.0,0.8,4.5,5.3,1.8,0.5,2.9,3.5,19.8,.412,.369,.838,hylanbo01
226,Oso Ighodaro,Projected,4.3,7.4,0.3,0.8,1.2,1.9,2.2,7.7,2.7,1.0,1.0,1.4,3.3,10.1,.580,.345,.635,ighodos01
227,Joe Ingles,Projected,3.5,8.3,2.1,5.3,1.0,1.2,0.7,4.5,5.7,1.2,0.2,2.2,2.9,10.0,.419,.385,.803,inglejo01
228,Brandon Ingram,Projected,8.7,18.1,1.8,5.0,3.9,4.7,0.9,5.8,5.9,0.9,0.7,3.2,2.6,23.1,.481,.366,.825,ingrabr01
229,Harrison Ingram,Projected,5.6,11.7,1.7,4.8,2.1,2.7,1.8,7.2,3.9,1.6,0.6,1.9,2.6,15.0,.479,.356,.786,ingraha01
230,Kyrie Irving,Projected,9.1,19.0,2.9,7.3,3.7,4.0,1.1,4.9,4.8,1.3,0.5,2.1,2.1,24.7,.478,.395,.905,irvinky01
231,Jonathan Isaac,Projected,5.0,11.2,1.5,4.9,2.4,3.4,3.5,10.0,1.5,1.9,2.5,1.2,2.8,13.8,.446,.299,.699,isaacjo01
232,Jaden Ivey,Projected,7.1,15.8,2.2,5.9,3.7,4.9,1.5,4.8,5.0,1.0,0.5,3.2,3.1,20.1,.451,.374,.752,iveyja01
233,Andre Jackson Jr.,Projected,3.8,7.7,1.2,3.1,0.7,1.1,2.4,6.9,3.2,1.2,0.5,2.0,4.3,9.5,.487,.391,.628,jacksan01
234,GG Jackson II,Projected,6.7,15.6,2.7,7.6,2.9,3.9,1.8,6.6,2.3,0.9,0.6,2.1,2.1,19.0,.426,.363,.758,jacksgg01
235,Isaiah Jackson,Projected,6.8,11.3,0.4,1.3,3.2,4.7,3.8,10.1,2.6,1.4,2.6,1.9,5.3,17.2,.600,.328,.688,jacksis01
236,Jaren Jackson Jr.,Projected,9.2,19.2,2.2,6.2,5.2,6.5,1.5,6.8,2.5,1.4,2.0,2.5,4.1,25.8,.480,.361,.793,jacksja02
237,Quenton Jackson,Projected,5.6,11.9,1.5,4.2,2.9,3.7,1.4,4.9,4.7,1.7,0.5,1.7,3.6,15.8,.473,.363,.782,jacksqu01
238,Reggie Jackson,Projected,5.9,14.1,2.1,6.0,1.4,1.8,0.7,3.6,5.2,1.0,0.3,2.1,3.0,15.3,.417,.343,.811,jacksre01
239,Trayce Jackson-Davis,Projected,6.9,11.3,0.2,0.6,2.3,3.9,4.2,11.0,3.5,0.9,1.7,1.7,2.9,16.2,.609,.325,.595,jackstr02
240,Bronny James,Projected,5.3,13.2,2.0,5.9,2.4,3.0,1.2,5.2,4.3,1.6,0.7,2.3,2.6,15.0,.400,.329,.792,jamesbr02
241,LeBron James,Projected,9.4,18.6,2.1,5.8,3.9,5.1,1.0,7.6,8.0,1.1,0.6,3.7,1.5,24.8,.505,.368,.761,jamesle01
242,Jaime Jaquez Jr.,Projected,5.8,12.1,1.1,3.4,2.7,3.4,1.9,6.5,4.0,1.5,0.4,2.2,2.4,15.4,.481,.327,.782,jaqueja01
243,DaQuan Jeffries,Projected,4.3,10.3,1.9,5.6,1.0,1.3,1.3,4.8,2.1,0.9,0.8,1.3,3.2,11.4,.415,.335,.775,jeffrda01
244,Trey Jemison,Projected,4.6,8.7,0.4,1.1,1.5,2.6,3.6,8.7,2.1,0.9,1.4,2.1,4.9,11.1,.532,.366,.586,jemistr01
245,Daniss Jenkins,Projected,6.1,13.6,2.0,6.2,2.3,3.2,1.5,6.3,4.1,1.1,0.6,2.0,2.8,16.5,.452,.321,.694,jenkida01
246,Ty Jerome,Projected,7.8,15.3,2.7,6.2,3.1,3.6,1.3,4.6,5.9,1.8,0.2,2.3,2.7,21.3,.510,.428,.866,jeromty01
247,Isaiah Joe,Projected,5.8,12.9,4.0,9.7,1.2,1.5,0.9,4.6,2.7,1.1,0.3,1.0,2.4,16.9,.451,.415,.826,joeis01
248,AJ Johnson,Projected,5.1,12.2,1.5,5.1,2.0,2.4,0.7,4.1,4.3,0.8,0.3,1.9,2.7,13.7,.417,.300,.848,johnsaj01
249,Cameron Johnson,Projected,6.8,14.5,3.1,7.9,3.3,3.8,1.1,5.3,3.6,1.1,0.5,1.7,2.2,19.9,.466,.389,.866,johnsca02
250,Jalen Johnson,Projected,7.2,14.1,1.3,3.9,2.4,3.2,1.6,9.7,4.5,1.4,1.0,2.4,2.3,18.1,.510,.337,.741,johnsja05
251,James Johnson,Projected,5.3,12.1,1.3,4.5,1.9,2.6,1.2,6.0,4.0,1.2,1.0,2.5,4.0,13.8,.436,.294,.723,johnsja01
252,Keldon Johnson,Projected,7.3,15.5,2.0,5.9,3.1,4.0,1.9,6.9,2.9,0.9,0.4,1.7,2.4,19.7,.473,.334,.778,johnske04
253,Keon Johnson,Projected,5.8,14.4,2.4,7.3,2.2,2.8,1.2,5.7,3.4,1.5,0.6,2.2,3.7,16.2,.404,.328,.778,johnske07
254,Keshad Johnson,Projected,6.5,11.9,1.7,4.5,2.2,3.3,1.9,8.1,3.1,1.5,1.0,1.9,3.2,16.8,.542,.382,.662,johnske10
255,Nikola Jokić,Projected,10.6,18.4,1.6,4.0,4.9,6.0,2.8,12.3,9.6,1.6,0.7,3.2,2.4,27.7,.578,.397,.806,jokicni01
256,Colby Jones,Projected,4.8,10.4,1.2,3.9,1.8,2.6,1.8,6.5,3.4,1.7,0.9,1.7,2.9,12.6,.460,.316,.688,jonesco02
257,Derrick Jones Jr.,Projected,5.6,10.9,1.6,4.4,1.8,2.5,1.8,5.2,1.4,1.4,0.8,1.3,2.8,14.5,.510,.352,.715,jonesde02
258,Dillon Jones,Projected,4.1,9.7,1.3,4.4,1.5,2.2,1.9,7.7,3.9,1.1,0.4,1.9,3.3,10.9,.418,.291,.674,jonesdi01
259,Herbert Jones,Projected,4.6,9.6,1.5,4.1,2.1,2.5,1.3,4.5,3.3,1.8,0.8,1.6,3.5,12.7,.476,.375,.832,joneshe01
260,Isaac Jones,Projected,6.4,11.1,1.0,2.6,2.7,3.9,2.3,6.8,2.3,0.8,1.0,2.0,3.2,16.5,.578,.370,.686,jonesis01
261,Kai Jones,Projected,6.4,9.5,0.5,1.7,1.9,2.6,2.7,8.8,2.3,1.2,1.6,1.6,3.6,15.2,.672,.329,.743,joneska01
262,Mason Jones,Projected,6.2,13.3,1.8,5.9,2.6,3.4,1.6,6.7,5.1,1.0,0.7,1.9,2.8,16.8,.467,.305,.773,jonesma05
263,Spencer Jones,Projected,5.0,11.8,1.3,5.3,1.8,2.2,2.0,6.0,2.9,1.3,1.0,1.8,3.6,13.1,.424,.247,.822,jonessp01
264,Tre Jones,Projected,5.4,10.5,1.0,2.8,2.1,2.5,1.1,4.9,7.7,1.4,0.3,1.7,1.9,13.8,.509,.350,.838,jonestr01
265,Tyus Jones,Projected,5.4,11.9,2.5,6.0,0.9,1.1,0.6,3.5,7.5,1.2,0.2,1.5,1.0,14.2,.459,.407,.846,jonesty01
266,DeAndre Jordan,Projected,5.0,8.3,0.3,0.8,1.7,3.5,3.9,13.1,2.8,0.8,1.3,2.2,4.0,12.0,.603,.354,.479,jordade01
267,Cory Joseph,Projected,4.0,9.8,2.1,5.9,1.2,1.5,1.0,4.3,4.6,1.2,0.3,1.4,2.9,11.3,.411,.356,.764,josepco01
268,Nikola Jović,Projected,5.5,11.8,2.5,6.4,2.1,2.6,1.0,6.4,4.0,1.2,0.5,1.8,2.7,15.6,.468,.386,.811,jovicni01
269,Johnny Juzang,Projected,5.8,13.2,3.2,8.4,1.4,1.7,1.2,5.3,2.2,1.0,0.3,1.1,3.3,16.2,.442,.382,.824,juzanjo01
270,Yuki Kawamura,Projected,5.6,12.7,2.3,6.8,2.6,3.4,1.1,6.0,5.3,1.1,0.5,2.0,2.8,16.1,.442,.341,.785,kawamyu01
271,Kylor Kelley,Projected,5.3,10.3,1.2,3.2,2.2,3.1,2.4,8.5,2.9,0.8,0.8,1.7,3.4,13.9,.512,.361,.708,kelleky01
272,Luke Kennard,Projected,5.1,10.9,3.0,6.9,1.4,1.5,0.8,4.5,4.8,1.1,0.2,1.8,1.6,14.6,.471,.438,.881,kennalu01
273,Walker Kessler,Projected,5.9,8.9,0.2,0.8,1.6,2.9,4.9,13.5,2.0,0.8,3.1,1.7,2.9,13.6,.658,.256,.559,kesslwa01
274,Braxton Key,Projected,5.6,12.8,1.7,4.8,3.1,4.4,1.7,7.1,3.9,1.4,0.7,1.9,2.7,16.1,.441,.354,.714,keybr01
275,Corey Kispert,Projected,6.1,12.8,2.9,7.5,1.8,2.3,0.7,4.1,2.5,0.7,0.3,1.5,2.2,16.8,.473,.380,.799,kispeco01
276,Maxi Kleber,Projected,2.8,6.7,1.1,3.6,1.2,1.7,1.3,5.6,2.6,0.6,1.0,1.3,3.5,8.0,.420,.316,.736,klebima01
277,Bobi Klintman,Projected,6.1,12.4,2.0,5.3,2.2,3.0,1.5,6.6,4.5,1.4,0.8,1.8,3.5,16.5,.498,.378,.756,klintbo01
278,Dalton Knecht,Projected,6.3,13.4,3.0,7.9,1.7,2.2,1.0,5.4,1.9,0.7,0.3,1.0,2.3,17.3,.470,.383,.770,knechda01
279,Kevin Knox,Projected,6.1,12.8,2.1,6.1,1.9,2.3,1.5,6.0,2.1,0.9,0.7,1.7,3.1,16.1,.474,.338,.807,knoxke01
280,Tyler Kolek,Projected,4.4,11.1,1.8,5.6,2.0,2.5,1.2,4.5,7.0,1.4,0.6,2.1,3.0,12.6,.396,.327,.778,kolekty01
281,Christian Koloko,Projected,4.6,8.6,0.5,1.7,1.6,2.2,3.2,8.6,2.2,1.0,1.6,1.4,4.3,11.3,.536,.301,.723,kolokch01
282,John Konchar,Projected,3.2,7.1,1.4,4.1,0.8,1.0,2.1,8.3,3.0,1.7,1.1,1.3,2.4,8.5,.441,.345,.816,konchjo01
283,Luke Kornet,Projected,5.1,7.9,0.2,0.5,1.8,2.4,4.5,9.7,3.0,0.9,1.9,0.9,3.1,12.2,.647,.326,.744,kornelu01
284,Vit Krejci,Projected,4.5,9.2,2.6,6.0,1.0,1.4,0.8,4.9,4.3,1.1,0.7,1.6,3.2,12.7,.496,.430,.736,krejcvi01
285,Jonathan Kuminga,Projected,8.1,16.3,1.3,4.0,4.3,6.1,1.8,6.8,3.3,1.1,0.7,2.2,3.0,21.9,.499,.329,.707,kuminjo01
286,Kyle Kuzma,Projected,7.8,17.5,2.1,6.4,2.6,3.7,1.0,7.0,3.5,0.7,0.5,2.8,2.3,20.3,.447,.321,.693,kuzmaky01
287,Jock Landale,Projected,5.7,11.1,0.8,2.5,2.3,3.1,3.8,8.9,2.9,0.9,1.0,1.7,3.6,14.6,.515,.335,.740,landajo01
288,Jake LaRavia,Projected,4.7,10.2,1.8,4.6,2.5,3.4,2.3,6.7,3.8,1.5,0.6,2.2,3.3,13.7,.457,.395,.737,laravja01
289,Pelle Larsson,Projected,4.5,10.0,1.6,4.6,2.0,2.9,1.4,4.7,3.2,1.5,0.4,1.3,3.9,12.7,.453,.349,.700,larsspe01
290,Zach LaVine,Projected,8.3,16.7,3.0,7.2,3.4,4.1,0.4,4.6,4.2,0.8,0.2,2.7,1.9,23.1,.497,.421,.829,lavinza01
291,A.J. Lawson,Projected,6.2,13.9,2.2,6.8,2.8,4.0,1.6,6.4,2.6,1.1,0.5,1.4,3.0,17.3,.443,.329,.693,lawsoaj01
292,Damion Lee,Projected,5.7,13.5,2.3,6.6,3.0,3.4,1.1,5.6,2.9,1.0,0.3,2.1,2.5,16.7,.419,.348,.885,leeda03
293,Alex Len,Projected,4.0,7.7,0.5,1.6,1.4,2.3,3.3,8.9,3.7,0.9,1.9,2.1,4.9,9.9,.517,.305,.607,lenal01
294,Kawhi Leonard,Projected,9.1,18.1,2.2,5.5,3.5,4.1,1.2,6.5,3.7,1.7,0.7,2.0,1.7,24.0,.503,.405,.847,leonaka01
295,Malevy Leons,Projected,5.6,12.2,1.8,5.2,2.6,3.7,1.7,6.5,3.7,1.1,0.7,2.1,3.2,15.6,.457,.350,.724,leonsma01
296,Caris LeVert,Projected,6.1,13.8,2.2,6.1,2.5,3.5,0.9,4.8,5.2,1.3,0.7,1.9,2.3,17.0,.445,.357,.731,leverca01
297,Maxwell Lewis,Projected,5.1,11.9,1.9,5.3,1.3,1.8,1.8,5.9,2.7,1.1,0.7,1.9,2.9,13.5,.431,.368,.751,lewisma05
298,E.J. Liddell,Projected,5.9,12.4,1.9,5.9,2.3,2.8,1.7,6.6,3.4,1.2,0.8,2.0,3.8,16.0,.475,.327,.821,liddeej01
299,Damian Lillard,Projected,7.6,17.5,3.2,9.0,6.3,6.9,0.6,4.6,6.9,1.1,0.2,2.8,1.8,24.8,.435,.361,.915,lillada01
300,Dereck Lively II,Projected,6.1,8.8,0.2,0.6,1.8,2.8,4.0,11.0,3.0,1.0,2.2,1.6,3.9,14.3,.695,.361,.622,livelde01
301,Chris Livingston,Projected,5.0,11.3,1.1,4.0,2.9,3.8,2.2,8.8,3.0,1.3,0.4,2.0,3.1,14.1,.448,.280,.773,livinch01
302,Kevon Looney,Projected,4.5,8.4,0.2,0.5,1.8,2.9,5.0,13.3,3.8,1.2,1.0,1.3,4.6,11.0,.541,.362,.614,looneke01
303,Brook Lopez,Projected,5.6,11.4,2.0,5.5,1.7,2.1,1.7,5.9,2.0,0.7,2.3,1.3,2.7,14.9,.494,.362,.811,lopezbr01
304,Kevin Love,Projected,5.7,14.2,3.0,8.8,2.7,3.5,2.2,11.7,3.8,1.0,0.5,2.0,3.3,17.2,.405,.339,.773,loveke01
305,Kyle Lowry,Projected,3.3,8.3,1.9,5.4,1.6,2.0,0.8,4.2,5.2,1.4,0.5,1.7,3.2,10.1,.401,.352,.822,lowryky01
306,Trey Lyles,Projected,4.5,10.4,2.3,6.5,1.7,2.4,2.0,8.2,2.3,0.9,0.6,1.2,2.5,13.0,.433,.353,.722,lylestr01
307,Sandro Mamukelashvili,Projected,6.8,13.9,2.6,7.1,2.3,3.0,3.2,9.9,3.1,1.0,0.9,1.5,3.0,18.5,.490,.360,.744,mamuksa01
308,Terance Mann,Projected,5.2,10.3,1.5,4.1,1.4,1.9,1.7,5.1,2.9,1.0,0.4,1.2,3.0,13.3,.502,.362,.755,mannte01
309,Tre Mann,Projected,6.4,14.2,2.2,5.8,1.9,2.3,1.1,5.2,5.0,1.4,0.3,2.3,2.3,16.8,.448,.375,.812,manntr01
310,Lauri Markkanen,Projected,7.8,17.2,3.3,8.9,4.4,5.0,2.0,7.7,2.0,0.9,0.5,1.7,2.0,23.2,.453,.368,.880,markkla01
311,Naji Marshall,Projected,6.2,12.6,1.3,4.2,2.4,3.0,1.4,6.3,3.8,1.3,0.3,2.0,2.2,16.0,.491,.308,.804,marshna01
312,Caleb Martin,Projected,4.4,10.2,1.4,3.9,1.7,2.5,1.5,5.6,2.8,1.2,0.6,1.6,2.6,11.9,.434,.353,.695,martica02
313,Cody Martin,Projected,4.3,10.4,1.4,4.6,1.4,1.9,1.5,6.5,3.7,1.6,0.9,1.7,2.8,11.3,.415,.297,.697,martico01
314,Jaylen Martin,Projected,5.4,12.0,1.5,4.3,1.9,2.3,1.7,6.8,3.2,1.3,0.3,1.9,2.3,14.2,.453,.345,.835,martija02
315,KJ Martin,Projected,5.1,9.3,0.8,2.6,1.7,2.4,1.6,5.9,2.2,0.8,0.7,1.3,3.7,12.7,.549,.301,.716,martike04
316,Tyrese Martin,Projected,5.3,12.8,2.6,7.4,1.4,1.8,1.6,6.1,3.4,1.0,0.3,2.0,2.2,14.7,.417,.355,.795,martity01
317,Garrison Mathews,Projected,4.3,10.4,3.3,8.3,2.3,2.8,0.7,3.9,2.3,1.0,0.5,1.2,3.6,14.2,.417,.397,.819,mathega01
318,Bennedict Mathurin,Projected,6.8,14.6,1.7,4.9,4.7,5.6,1.5,6.2,2.5,0.8,0.4,2.2,2.7,20.0,.463,.356,.833,mathube01
319,Karlo Matković,Projected,6.3,11.2,1.2,3.4,1.7,2.2,2.7,9.1,2.5,1.1,1.7,2.0,4.4,15.4,.560,.337,.781,matkoka01
320,Tyrese Maxey,Projected,8.7,19.2,2.9,8.1,4.4,5.1,0.4,3.5,5.7,1.3,0.4,1.9,2.1,24.7,.452,.362,.873,maxeyty01
321,Miles McBride,Projected,5.2,12.3,2.6,6.9,1.3,1.6,1.0,3.6,3.9,1.5,0.4,1.0,2.6,14.4,.426,.382,.813,mcbrimi01
322,Jared McCain,Projected,7.6,15.9,2.9,7.5,3.0,3.4,1.0,4.2,3.8,1.0,0.2,2.2,2.3,21.0,.475,.393,.862,mccaija01
323,Mac McClung,Projected,6.0,13.1,1.9,5.5,2.5,3.2,1.6,6.5,4.4,1.1,0.7,2.0,3.1,16.3,.457,.349,.772,mccluma01
324,CJ McCollum,Projected,8.2,18.6,3.4,8.7,2.3,3.0,0.8,4.4,4.7,1.0,0.5,2.1,2.3,22.1,.442,.387,.748,mccolcj01
